Number,Title,Color,Fit Type,Waist Line,Length,Fabric,Pattern,Sleeve Type,Neckline,Chest Pad,Lining,Pocket,Occasion,Clothing Detail,Pant Leg Style,Image URL,Product URL
160,Wool-Look Faux Leopard Fur Trim Collar Cinched Waist Jacket With Belt,Black,Regular,,Regular,70% Polyester 20% Viscose 10% Polyamide; 100% Polyester; 100% Polyester,Animal,,Collar,,,No,Daily Casual,Belted Button,,https://img1.shopcider.com/product/1758718347000-77ejE4.jpg,https://www.shopcider.com/goods/wool-look-faux-leopard-fur-trim-collar-cinched-waist-jacket-with-belt-114961023?style_id=2209667&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=114961023&shopPage=31&shopIndex=172&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B172&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=173&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjc5LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3NTg3MTgzNDcwMDAtNzdlakU0LmpwZyIsInNwdSI6MTE0OTYxMDIzLCJzcHVDb2RlIjoiQ0QyMDI1MDcyNDYzMjczMEpBIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzNjIxNDQwLXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiIyNDBkZTBkNS00ZmE5LTQzZTgtODYzZi01MzZlY2EwMDUxNzYifQ%3D%3D&activityId=10346&activity_id=10346
161,Reversible Leopard Print Collar Zip Through Puffer Jacket,multicolor,Regular,,Regular,100% Polyester,Animal,,Collar,,,Yes,Daily Casual,Button Pocket Raw Hem Zipper,,https://img1.shopcider.com/product/1761132990000-tBXQkW.jpg,https://www.shopcider.com/goods/reversible-leopard-print-collar-zip-through-puffer-jacket-115009148?style_id=2218666&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=115009148&shopPage=31&shopIndex=173&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B173&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=174&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTERfU1RBUlRfMk5EX1NUQUdFLENPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjQ3LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3NjExMzI5OTAwMDAtdEJYUWtXLmpwZyIsInNwdSI6MTE1MDA5MTQ4LCJzcHVDb2RlIjoiQ0QyMDI1MDgxMTYzNjk1N0JaIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzNjIxNDQwLXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiIyNDBkZTBkNS00ZmE5LTQzZTgtODYzZi01MzZlY2EwMDUxNzYifQ%3D%3D&activityId=10346&activity_id=10346
162,Wool-look Peter Pan Collar Long Sleeve Bowknot Button Jacket,White,Regular,,Regular,100% Polyester; 100% Polyester,Solid,,Collar,,,Yes,Daily Casual,Bowknot Button,,https://img1.shopcider.com/product/1761230736000-eM2dmG.jpg,https://www.shopcider.com/goods/wool-look-peter-pan-collar-long-sleeve-bowknot-button-jacket-115011268?style_id=2219554&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=115011268&shopPage=31&shopIndex=174&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B174&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=175&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTERfU1RBUlRfMk5EX1NUQUdFLENPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjQ3LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3NjExODk2MTQwMDAta3NzaE1jLmpwZyIsInNwdSI6MTE1MDExMjY4LCJzcHVDb2RlIjoiQ0QyMDI1MDcyNTYzMzI1M0pBIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzNjIxNDQwLXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiIyNDBkZTBkNS00ZmE5LTQzZTgtODYzZi01MzZlY2EwMDUxNzYifQ%3D%3D&activityId=10346&activity_id=10346
163,Wool-Look Stand Collar Toggle Button Longline Oversized Coat,Brown,Oversized,,Long,100% Polyester; 100% Polyester,Solid,,Mandarin Collar/Stand Collar,,,Yes,Work,Button Pocket,,https://img1.shopcider.com/product/1759921767000-tKZ5Ef.jpg,https://www.shopcider.com/goods/wool-look-stand-collar-toggle-button-longline-oversized-coat-114971018?style_id=2211682&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=114971018&shopPage=31&shopIndex=177&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B177&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=178&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjU5LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3NjE4MTIzODgwMDAtSmF6a3RZLmpwZyIsInNwdSI6MTE0OTcxMDE4LCJzcHVDb2RlIjoiQ0QyMDI1MDcxNjYzMDY4MlRFIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzNjIxNDQwLXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiIyNDBkZTBkNS00ZmE5LTQzZTgtODYzZi01MzZlY2EwMDUxNzYifQ%3D%3D&activityId=10346&activity_id=10346
164,Notched Collar Houndstooth Cinched Waist Button Blazer,multicolor,Regular,,Long,100% Polyester,Checks,,Collar,,,Yes,Work,Button Pocket,,https://img1.shopcider.com/product/1759157020000-zaa7zM.jpg,https://www.shopcider.com/goods/notched-collar-houndstooth-cinched-waist-button-blazer-114957599?style_id=2210614&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=114957599&shopPage=31&shopIndex=178&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B178&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=179&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTERfU1RBUlRfMk5EX1NUQUdFLENPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjQ3LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3NTkxNTcwMjAwMDAtemFhN3pNLmpwZyIsInNwdSI6MTE0OTU3NTk5LCJzcHVDb2RlIjoiQ0QyMDI1MDgyODY0MDkyNEJaIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzNjIxNDQwLXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiIyNDBkZTBkNS00ZmE5LTQzZTgtODYzZi01MzZlY2EwMDUxNzYifQ%3D%3D&activityId=10346&activity_id=10346
165,Notched Collar Houndstooth Cinched Waist Blazer,multicolor,Regular,,Long,99% Polyester 1% Elastane; 95% Polyester 5% Elastane,Checks,,Collar,,,Yes,Daily Casual,Button Pocket,,https://img1.shopcider.com/product/1760162931000-eD7faw.jpg,https://www.shopcider.com/goods/notched-collar-houndstooth-cinched-waist-blazer-114996838?style_id=2217735&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=114996838&shopPage=31&shopIndex=179&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B179&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=180&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTERfU1RBUlRfMk5EX1NUQUdFLENPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCxTV0lORyIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjYyLjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3NjA5MzAxNDMwMDAtSlJuM1JBLmpwZyIsInNwdSI6MTE0OTk2ODM4LCJzcHVDb2RlIjoiQ0QyMDI1MDcyODYzMzgwMUJaIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzNjIxNDQwLXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiIyNDBkZTBkNS00ZmE5LTQzZTgtODYzZi01MzZlY2EwMDUxNzYifQ%3D%3D&activityId=10346&activity_id=10346
166,Asymmetrical Hem Buckle Long Sleeve Cropped Blazer With Belt,Black,Regular,,Crop,94% Polyester 6% Elastane; 100% Polyester,Solid,,Collar,,,Yes,Daily Casual,Asymmetrical Belted Buckle Pocket,,https://img1.shopcider.com/product/1758199254000-jYZjak.jpg,https://www.shopcider.com/goods/asymmetrical-hem-buckle-long-sleeve-cropped-blazer-with-belt-115020962?style_id=2219385&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=115020962&shopPage=31&shopIndex=180&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B180&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=181&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTERfU1RBUlRfMk5EX1NUQUdFLENPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjQ3LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3NTgxOTkyNTQwMDAtallaamFrLmpwZyIsInNwdSI6MTE1MDIwOTYyLCJzcHVDb2RlIjoiQ0QyMDI1MDcyODYzNDAwNUtUIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzNjIxNDQwLXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiIyNDBkZTBkNS00ZmE5LTQzZTgtODYzZi01MzZlY2EwMDUxNzYifQ%3D%3D&activityId=10346&activity_id=10346
167,Wool-look Collar Gingham Pocket Button Oversized Jacket,Pink,Oversized,,Long,100% Polyester,Checks,,Collar,,,Yes,School,Button Pocket,,https://img1.shopcider.com/product/1728357559000-2BafT4.jpg,https://www.shopcider.com/goods/collar-gingham-pocket-button-oversized-jacket-113896216?style_id=2058365&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=113896216&shopPage=31&shopIndex=182&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B182&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=183&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsIm9yaWdpbmFsUHJpY2UiOjY3LjkwLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjo0MC43NCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzMwNzExOTgzMDAwLWZNRXBQVy5qcGciLCJzcHUiOjExMzg5NjIxNiwic3B1Q29kZSI6IkNEMjAyNDA4MTY1MzMyMTZKQSIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzMzYyMTQ0MC1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDMyOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiMjQwZGUwZDUtNGZhOS00M2U4LTg2M2YtNTM2ZWNhMDA1MTc2In0%3D&activityId=10346&activity_id=10346
168,Corduroy Round Neckline Waistcoat,Brown,Regular,,Regular,100% Polyester,Solid,,Round Neckline,,,No,Work,Button,,https://img1.shopcider.com/product/1725347605000-w866yz.jpg,https://www.shopcider.com/goods/corduroy-round-neckline-solid-button-blazer-vest-113540898?style_id=2044813&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=113540898&shopPage=31&shopIndex=183&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B183&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=184&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjM3LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3MjUzNDc2MDUwMDAtdzg2Nnl6LmpwZyIsInNwdSI6MTEzNTQwODk4LCJzcHVDb2RlIjoiQ0QyMDI0MDcxODUxNTYzMEJaIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzNjIxNDQwLXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiIyNDBkZTBkNS00ZmE5LTQzZTgtODYzZi01MzZlY2EwMDUxNzYifQ%3D%3D&activityId=10346&activity_id=10346
169,Velvet Stand Collar Lettuce Trim Bell Sleeve Jacket,Black,Regular,,Regular,60% Polyester 40% Acrylic; 95% Polyester 5% Elastane,Solid,,Mandarin Collar/Stand Collar,,,No,Daily Casual,Button Lettuce Trim,,https://img1.shopcider.com/product/1758267867000-ebbHpr.jpg,https://www.shopcider.com/goods/velvet-stand-collar-lettuce-trim-bell-sleeve-jacket-114931252?style_id=2205432&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=114931252&shopPage=31&shopIndex=184&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B184&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=185&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCxTV0lORyIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjQ3LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3NTc0MDQ1NjcwMDAtbjZSN3c4LmpwZyIsInNwdSI6MTE0OTMxMjUyLCJzcHVDb2RlIjoiQ0QyMDI1MDcwMzYyNzQzMEpBIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzNjIxNDQwLXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiIyNDBkZTBkNS00ZmE5LTQzZTgtODYzZi01MzZlY2EwMDUxNzYifQ%3D%3D&activityId=10346&activity_id=10346
170,Velvet High Neck Floral Embroidery Button Up Jacket,Black,Regular,,Regular,95% Polyester 5% Elastane; 100% Polyester,Solid,,High Neck,,,No,Daily Casual,Button Embroidery,,https://img1.shopcider.com/product/1761045333000-eCzYSS.jpg,https://www.shopcider.com/goods/velvet-high-neck-floral-embroidery-button-up-jacket-115033672?style_id=2224120&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=115033672&shopPage=31&shopIndex=185&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B185&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=186&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjU3LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3NjEwNDUzMzMwMDAtZUN6WVNTLmpwZyIsInNwdSI6MTE1MDMzNjcyLCJzcHVDb2RlIjoiQ0QyMDI1MDcyMTYzMTcyMUpBIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzNjIxNDQwLXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiIyNDBkZTBkNS00ZmE5LTQzZTgtODYzZi01MzZlY2EwMDUxNzYifQ%3D%3D&activityId=10346&activity_id=10346
