Number,Title,Color,Fit Type,Waist Line,Length,Fabric,Pattern,Sleeve Type,Neckline,Chest Pad,Lining,Pocket,Occasion,Clothing Detail,Pant Leg Style,Image URL,Product URL
44,Tea In The Garden Floral Knit Cardigan,multicolor,Regular,,,52% Acrylic 28% nylon 20% viscose,Floral Conversational,,V-neck,,,,School Daily Casual Date Vacation Holiday,Button,,https://img1.shopcider.com/product/1662641321000-25zEps.jpg,https://www.shopcider.com/goods/floral-pattern-cardigan-17?style_id=124019&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=1023473&shopPage=16&shopIndex=43&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=44&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozOS45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTY2MjY0MTMyMTAwMC0yNXpFcHMuanBnIiwic3B1IjoxMDIzNDczLCJzcHVDb2RlIjoiQ0QyMDIyMDcxOTEzNzU4MENHIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDM0Nzk4MTQ3LXJlY29fZW52OmdyYXktYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6NjI1OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiYTcyM2Y3ZTQtZTA4Ni00ZDczLTkxMjItYjBiYjBlMTUwOTg2In0%3D&listType=2&listTitle=Cardigans
45,Cable Knit Bowknot Long Sleeve Shrug,white,Regular,,,100% Acrylic,Solid,,Collarless,,,,School Daily Casual Music Festival/Live House,Bowknot,,https://img1.shopcider.com/product/1700232730000-DchGXY.jpg,https://www.shopcider.com/goods/cable-knit-bowknot-long-sleeve-shrug-104753731?style_id=1163047&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=104753731&shopPage=16&shopIndex=44&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=45&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjoyNy45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTcwMDIzMjczMDAwMC1EY2hHWFkuanBnIiwic3B1IjoxMDQ3NTM3MzEsInNwdUNvZGUiOiJDRDIwMjMxMDI1NDA5Njk1Q0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzQ3OTgxNDctcmVjb19lbnY6Z3JheS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDo2MjU6Q29udHJvbCIsInRyYWNraW5nSWQiOiJhNzIzZjdlNC1lMDg2LTRkNzMtOTEyMi1iMGJiMGUxNTA5ODYifQ%3D%3D&listType=2&listTitle=Cardigans
46,Knit Round Neckline Solid Button Cardigan,Beige,Regular,,,49% Acrylic 27% Polyester 14% nylon 6% Mohair 4% spandex,Solid,,Round Neckline,,,,School Daily Casual,,,https://img1.shopcider.com/product/1721714650000-CHzcaZ.jpg,https://www.shopcider.com/goods/knit-round-neckline-solid-cardigan-111631081?style_id=2021348&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=111631081&shopPage=16&shopIndex=45&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=46&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozMi45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTcyMTcxNDY1MDAwMC1DSHpjYVouanBnIiwic3B1IjoxMTE2MzEwODEsInNwdUNvZGUiOiJDRDIwMjQwNjI2NTAxOTk0Q0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzQ3OTgxNDctcmVjb19lbnY6Z3JheS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDo2MjU6Q29udHJvbCIsInRyYWNraW5nSWQiOiJhNzIzZjdlNC1lMDg2LTRkNzMtOTEyMi1iMGJiMGUxNTA5ODYifQ%3D%3D&listType=2&listTitle=Cardigans
47,Knitted V-neck Solid Knotted Wrap Cardigan,Black,Regular,,,42% Acrylic 30% Polyester 28% nylon,Solid,,V-neck,,,,Daily Casual Work,Knotted Wrap,,https://img1.shopcider.com/product/1726033455000-w8jE4X.jpg,https://www.shopcider.com/goods/knitted-v-neck-solid-knotted-cardigan-112010764?style_id=2046106&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=112010764&shopPage=16&shopIndex=46&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=47&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozMi45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTcyNjAzMzQ1NTAwMC13OGpFNFguanBnIiwic3B1IjoxMTIwMTA3NjQsInNwdUNvZGUiOiJDRDIwMjQwNjI4NTAzMzU0Q0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzQ3OTgxNDctcmVjb19lbnY6Z3JheS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDo2MjU6Q29udHJvbCIsInRyYWNraW5nSWQiOiJhNzIzZjdlNC1lMDg2LTRkNzMtOTEyMi1iMGJiMGUxNTA5ODYifQ%3D%3D&listType=2&listTitle=Cardigans
48,Knit Crochet Colorblock Asymmetrical Neck Bell Sleeve Knotted Split Cardigan,multicolor,Regular,,,60% Cotton 40% Acrylic,Solid,,Asymmetrical Neck,,,,Daily Casual,Asymmetrical Knotted Split,,https://img1.shopcider.com/product/1758004897000-CaJPn2.jpg,https://www.shopcider.com/goods/knit-crochet-colorblock-asymmetrical-neck-bell-sleeve-knotted-split-cardigan-114908081?style_id=2204210&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114908081&shopPage=16&shopIndex=47&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=48&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjo0Mi45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc1ODAwNDg5NzAwMC1DYUpQbjIuanBnIiwic3B1IjoxMTQ5MDgwODEsInNwdUNvZGUiOiJDRDIwMjUwODA0NjM0OTgwQ0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzQ3OTgxNDctcmVjb19lbnY6Z3JheS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDo2MjU6Q29udHJvbCIsInRyYWNraW5nSWQiOiJhNzIzZjdlNC1lMDg2LTRkNzMtOTEyMi1iMGJiMGUxNTA5ODYifQ%3D%3D&listType=2&listTitle=Cardigans
49,Multi-way Cable Knit Boat Neck Metal Detail Cardigan,Navy,Regular,,,30% Polyester 25% Acrylic 24% Polyamide 21% Viscose,Solid,,Boat Neck,,,,Daily Casual,Asymmetrical Button,,https://img1.shopcider.com/product/1758114402000-4kijEd.jpg,https://www.shopcider.com/goods/multi-way-cable-knit-boat-neck-metal-detail-cardigan-114908257?style_id=2204219&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114908257&shopPage=16&shopIndex=48&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=49&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozNy45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc1ODExNDQwMjAwMC00a2lqRWQuanBnIiwic3B1IjoxMTQ5MDgyNTcsInNwdUNvZGUiOiJDRDIwMjUwNjEyNjIyMzIzQ0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzQ3OTgxNDctcmVjb19lbnY6Z3JheS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDo2MjU6Q29udHJvbCIsInRyYWNraW5nSWQiOiJhNzIzZjdlNC1lMDg2LTRkNzMtOTEyMi1iMGJiMGUxNTA5ODYifQ%3D%3D&listType=2&listTitle=Cardigans
50,V-neck Cable Knit Button Cardigan,white,Regular,,,100% Polyester,Solid,,V-neck,,,,School Daily Casual,Button,,https://img1.shopcider.com/product/1688461703000-Ae8T8w.jpg,https://www.shopcider.com/goods/v-neck-rib-knit-button-cardigan-1051105?style_id=1149179&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=1051105&shopPage=16&shopIndex=49&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=50&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjoyNy45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTY5NjY3NjM5ODAwMC1uRVM1ZDUuanBnIiwic3B1IjoxMDUxMTA1LCJzcHVDb2RlIjoiQ0QyMDIzMDYwOTMyODM5NUNHIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDM0Nzk4MTQ3LXJlY29fZW52OmdyYXktYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6NjI1OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiYTcyM2Y3ZTQtZTA4Ni00ZDczLTkxMjItYjBiYjBlMTUwOTg2In0%3D&listType=2&listTitle=Cardigans
51,Knit Wool-blend Hooded Long Sleeve Drawstring Zip Through Cardigan,Grey,Regular,,,80% Polyester 12% Acrylic 6% Wool 2% Elastane,Solid,,Hooded,,,,Daily Casual,Drawstring Zipper,,https://img1.shopcider.com/product/1757905860000-M74RSb.jpg,https://www.shopcider.com/goods/knit-wool-blend-hooded-long-sleeve-drawstring-zip-through-cardigan-114902514?style_id=2202654&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114902514&shopPage=16&shopIndex=50&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=51&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozNy45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc1NzkwNTg2MDAwMC1NNzRSU2IuanBnIiwic3B1IjoxMTQ5MDI1MTQsInNwdUNvZGUiOiJDRDIwMjUwNjA2NjIwOTUwQ0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzQ3OTgxNDctcmVjb19lbnY6Z3JheS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDo2MjU6Q29udHJvbCIsInRyYWNraW5nSWQiOiJhNzIzZjdlNC1lMDg2LTRkNzMtOTEyMi1iMGJiMGUxNTA5ODYifQ%3D%3D&listType=2&listTitle=Cardigans
52,Knit Asymmetrical Neck Split Cardigan,Grey,Oversized,,,100% Polyester,Solid,,Asymmetrical Neck,,,,Daily Casual,Split,,https://img1.shopcider.com/product/1729057447000-DQ8YTf.jpg,https://www.shopcider.com/goods/knit-asymmetrical-neck-split-cardigan-with-shrug-113982979?style_id=2065627&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=113982979&shopPage=16&shopIndex=51&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=52&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjo0Ny45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTcyOTA1NzQ0NzAwMC1EUThZVGYuanBnIiwic3B1IjoxMTM5ODI5NzksInNwdUNvZGUiOiJDRDIwMjQxMDA4NTYxNjkxQ0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzQ3OTgxNDctcmVjb19lbnY6Z3JheS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDo2MjU6Q29udHJvbCIsInRyYWNraW5nSWQiOiJhNzIzZjdlNC1lMDg2LTRkNzMtOTEyMi1iMGJiMGUxNTA5ODYifQ%3D%3D&listType=2&listTitle=Cardigans
53,Cable Knit Round Neckline Button Up Cinched Waist Cardigan,Yellow,Regular,,,50% Viscose 28% Polyester 22% Polyamide,Solid,,Round Neckline,,,,Daily Casual,Button,,https://img1.shopcider.com/product/1751355691000-Y2Jtek.jpg,https://www.shopcider.com/goods/cable-knit-round-neckline-long-sleeve-button-cinched-waist-top-114775461?style_id=2185958&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114775461&shopPage=16&shopIndex=52&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=53&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozNy45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc1MTM1NTY5MTAwMC1ZMkp0ZWsuanBnIiwic3B1IjoxMTQ3NzU0NjEsInNwdUNvZGUiOiJDRDIwMjUwNDA5NjA5NTEzS1MiLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzQ3OTgxNDctcmVjb19lbnY6Z3JheS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDo2MjU6Q29udHJvbCIsInRyYWNraW5nSWQiOiJhNzIzZjdlNC1lMDg2LTRkNzMtOTEyMi1iMGJiMGUxNTA5ODYifQ%3D%3D&listType=2&listTitle=Cardigans
54,Knit Collar Bowknot Sheep Cardigan,multicolor,Regular,,,47% Polyester 28% Polyamide 25% Acrylic,Placement Graphic,,Collar,,,,School Daily Casual,Bowknot Knotted,,https://img1.shopcider.com/product/1724071618000-62KGQp.jpg,https://www.shopcider.com/goods/knitted-collar-sheep-knotted-cardigan-112748638?style_id=2035128&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=112748638&shopPage=16&shopIndex=53&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=54&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozNy45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTcyNDA3MTYxODAwMC02MktHUXAuanBnIiwic3B1IjoxMTI3NDg2MzgsInNwdUNvZGUiOiJDRDIwMjQwNzAzNTA2MTA1Q0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzQ3OTgxNDctcmVjb19lbnY6Z3JheS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDo2MjU6Q29udHJvbCIsInRyYWNraW5nSWQiOiJhNzIzZjdlNC1lMDg2LTRkNzMtOTEyMi1iMGJiMGUxNTA5ODYifQ%3D%3D&listType=2&listTitle=Cardigans
55,Knit Boat Neck Stripe Cardigan,multicolor,Regular,,,50% Viscose 29% Polyester 21% Polyamide,Stripes,,Boat Neck,,,,Work,,,https://img1.shopcider.com/product/1730288814000-7KREbR.jpg,https://www.shopcider.com/goods/knit-boat-neck-stripe-cardigan-114028982?style_id=2074432&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114028982&shopPage=16&shopIndex=54&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=55&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozMi45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTczMDI4ODgxNDAwMC03S1JFYlIuanBnIiwic3B1IjoxMTQwMjg5ODIsInNwdUNvZGUiOiJDRDIwMjQxMDEwNTYzMjAxQ0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzQ3OTgxNDctcmVjb19lbnY6Z3JheS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDo2MjU6Q29udHJvbCIsInRyYWNraW5nSWQiOiJhNzIzZjdlNC1lMDg2LTRkNzMtOTEyMi1iMGJiMGUxNTA5ODYifQ%3D%3D&listType=2&listTitle=Cardigans
